Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Date,Letterboxd URI,totalSeasons
The Secret of NIMH,1982,G,16 Jul 1982,82 min,"Animation, Adventure, Drama",Don Bluth,"Robert C. O'Brien, Don Bluth, John Pomeroy","Elizabeth Hartman, Derek Jacobi, Dom DeLuise","To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected.",English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BODAxNzMwYTktZjAyMi00NmNhLWJjMzAtMjkzZjRkYjY2Nzk2XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",76,7.5,"48,409",tt0084649,movie,N/A,"$14,665,733",N/A,N/A,True,,,
Lincoln,2012,PG-13,16 Nov 2012,150 min,"Biography, Drama, History",Steven Spielberg,"Tony Kushner, Doris Kearns Goodwin","Daniel Day-Lewis, Sally Field, David Strathairn","In 1865, as the American Civil War winds inexorably toward conclusion, U.S. president Abraham Lincoln endeavors to achieve passage of the landmark constitutional amendment which will forever ban slavery from the United States. However, his task is a race against time, for peace may come at any time, and if it comes before the amendment is passed, the returning southern states will stop it before it can become law. Lincoln must, by almost any means possible, obtain enough votes from a recalcitrant Congress before peace arrives and it is too late. Yet the president is torn, as an early peace would save thousands of lives. As the nation confronts its conscience over the freedom of its entire population, Lincoln faces his own crisis of conscience -- end slavery or end the war.",English,"United States, India",Won 2 Oscars. 107 wins & 251 nominations total,https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",87,7.3,"278,651",tt0443272,movie,N/A,"$182,207,973",N/A,N/A,True,,,
Double zéro,2004,N/A,16 Jun 2004,90 min,"Action, Adventure, Comedy",Gérard Pirès,"Alexandre Coquelle, Matthieu Le Naour","Eric Judor, Ramzy Bedia, Edouard Baer","Ben and Bill are the two worst, completely useless agents - real losers. But who else would you send on a super-difficult top-secret mission? The French have just sold a new high-power M51 rocket to the Russians for crazy money. Unfortunately for them, the rocket was hijacked before they could get it of their hands. However, not just any fool is up to neutralizing this threat, but only the craziest and most stupid of them can cope with such a task. An unforgettable voyage awaits them - from Paris to the fairytale Jamaica and right into the enemy's lair! Nothing can stop these bunglers, not tanks, not ninjas and not even a team of top models! No, these guys have their own style, which seems to save the day...","French, English","France, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BMTcyMDMzMzEwMV5BMl5BanBnXkFtZTcwMTE2OTc3MQ@@._V1_SX300.jpg,[object Object],N/A,4.1,"2,377",tt0374627,movie,N/A,N/A,N/A,N/A,True,,,
2 Alone in Paris,2008,N/A,25 Jun 2008,94 min,Comedy,"Ramzy Bedia, Eric Judor","Eric Judor, Ramzy Bedia, Lionel Dutemple","Ramzy Bedia, Eric Judor, Hafid F. Benamar",Everybody in Paris has vanished exept a clueless cop and the robber he's been pursuing for years.,French,France,N/A,https://m.media-amazon.com/images/M/MV5BNTkxMDE2Njg0MF5BMl5BanBnXkFtZTcwNjk1OTc3MQ@@._V1_SX300.jpg,[object Object],N/A,5.4,"2,793",tt1077097,movie,N/A,N/A,N/A,N/A,True,,,
Blood & Gold,2023,TV-MA,26 May 2023,98 min,"Action, Drama, War",Peter Thorwarth,"Stefan Barth, Peter Thorwarth","Jördis Triebel, Robert Maaser, Alexander Scheer","At the end of World War II, a German soldier is looking for his daughter while an SS troop is looking for a Jewish treasure.","German, English",Germany,N/A,https://m.media-amazon.com/images/M/MV5BM2RmNDE5ODQtYTY5MS00YjIzLTg3ZmEtMTJlNmIzNGZjYzM5XkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,6.5,"19,198",tt18073328,movie,N/A,N/A,N/A,N/A,True,,,
AKA,2023,TV-MA,28 Apr 2023,122 min,"Action, Crime, Thriller",Morgan S. Dalibert,"Morgan S. Dalibert, Alban Lenoir","Alban Lenoir, Éric Cantona, Thibault de Montalembert",A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss's young son.,"Arabic, French",France,N/A,https://m.media-amazon.com/images/M/MV5BNDJiZmQ3OGUtOTEzYS00NDRkLTlmNjQtMTAzOWRjYTZhZGMwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",N/A,6.6,"14,014",tt27197387,movie,N/A,N/A,N/A,N/A,True,,,
Budapest,2018,TV-MA,01 Mar 2019,102 min,Comedy,Xavier Gens,"Manu Payet, Simon Moutaïrou, Jonathan Cohen","Manu Payet, Jonathan Cohen, Monsieur Poulpe",Two best friends stuck in boring jobs become bachelor party planners in Budapest.,"Hungarian, French, English","France, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BYjgzMTRlYjEtY2Y3MC00Mjk3LTlkN2UtNzFiMGEwMGJkMjYxXkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,5.5,"3,879",tt7027092,movie,N/A,N/A,N/A,N/A,True,,,
Another Round,2020,Not Rated,18 Dec 2020,117 min,"Comedy, Drama",Thomas Vinterberg,"Thomas Vinterberg, Tobias Lindholm","Mads Mikkelsen, Thomas Bo Larsen, Magnus Millang","There is a theory that man is born with half a per mille too little. That alcohol in the blood opens the mind to the outside world, problems seem smaller and creativity increases. We know it well; after the first glass of wine, the conversation lifts, the possibilities open up. Martin is a high school teacher. He feels old and tired. His students and their parents want him terminated to increase their average. Encouraged by the per mille theory, Martin and his three colleagues throw themselves into an experiment to maintain a constant alcohol impact in everyday life. If Churchill won World War II in a dense fog of spirits, what could the strong drops do for them and their students? The result is positive in the beginning. Martin's class is in a different way now, and the project is being promoted to a real academic study with the collection of results. Slowly, but surely, the alcohol makes the four friends and their surroundings loosen up. The results are rising, and they really begin to feel life. As the objects go inboard, the experiment progresses for some, and goes off track for others. It becomes clearer and clearer that alcohol can generate great results in world history, but that all daring can also have consequences. The film is described as a fun, touching and thought-provoking drama about friendship, freedom - and alcohol.","Danish, Swedish, French, English, Russian","Denmark, Sweden, Netherlands, Belgium, France",Won 1 Oscar. 60 wins & 71 nominations total,https://m.media-amazon.com/images/M/MV5BNjYxN2EwYjUtNzdiOS00NTgwLTgwNzMtZmE1NGMzYTYxNzBjXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",79,7.7,"219,216",tt10288566,movie,N/A,N/A,N/A,N/A,True,,,
Zoolander 2,2016,PG-13,12 Feb 2016,101 min,"Action, Adventure, Comedy",Ben Stiller,"Justin Theroux, Ben Stiller, Nicholas Stoller","Ben Stiller, Owen Wilson, Penélope Cruz","After many years of being separated from modeling and each other, Derek and Hansel are dragged back into the fashion world in Rome. After being humiliated on the runway by the people behind the scenes, Derek and Hansel decide to quit the business . . . until retired swimsuit model, Valentina, drags them back in with questions about recent celebrity deaths. Soon after, Derek also realizes out that the son who was taken from him is in Rome, and is much dismayed to find that Derek, Jr. is fat. And smart. Regardless, Derek, Sr. continues his mission with Hansel, which leads them to the fashion-model legends of ""Adam, Eve, and Steve"", and the ""Chosen One"". Who is that person? Why do the models drink the Chosen One's blood? Will Derek's and Hansel's careers resume?","English, Italian, Spanish","United States, Italy",7 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BZjM2NDEwOWQtOGMyOS00ZjVhLWEyNDUtNzQ0M2Y5ODFhNWE5XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",34,4.7,"79,042",tt1608290,movie,N/A,"$28,848,693",N/A,N/A,True,,,
The Fly,1986,R,15 Aug 1986,96 min,"Drama, Horror, Sci-Fi",David Cronenberg,"George Langelaan, Charles Edward Pogue, David Cronenberg","Jeff Goldblum, Geena Davis, John Getz","An eccentric scientist changes the world with his teleportation technology: when his experiment seems to be going well, Dr. Seth Brundle tests his machine on himself and he gets fused with the worst kind of pest on Planet Earth; The Fly. What is the price of a man playing God? Only Seth knows.",English,"United States, Canada",Won 1 Oscar. 7 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BOTBlNTliNTItY2VhNS00MjA5LTllYzItMmQyNGRjYTAyZWQxXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",81,7.6,"220,386",tt0091064,movie,N/A,"$40,456,565",N/A,N/A,True,,,
Prey,2022,R,05 Aug 2022,100 min,"Action, Adventure, Horror",Dan Trachtenberg,"Patrick Aison, Dan Trachtenberg, Jim Thomas","Amber Midthunder, Dakota Beavers, Dane DiLiegro","Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.","English, French",United States,Won 1 Primetime Emmy. 12 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BMWVjYTBlYjktODhjZS00OTUyLTg4MzctODI4MTkyNDE5YzY0XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",71,7.1,"263,704",tt11866324,movie,N/A,N/A,N/A,N/A,True,,,
The Bet,2016,N/A,02 Aug 2016,88 min,Comedy,Ryan Ederer,"Aaron Goldberg, Chris Jay","Alex Klein, Brian Atkinson, Amanda Clayton","A down on his luck man gets into an absurd but high stakes bet where he has one summer to find, and hook up with, every girl he had a crush on from 1st to 12th grade.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ5MTc0ODg3OV5BMl5BanBnXkFtZTgwOTEwNDU5OTE@._V1_SX300.jpg,[object Object],N/A,4.0,337,tt3583370,movie,N/A,N/A,N/A,N/A,True,,,
Fan-Fan the Tulip,2003,,,,,,,,,,,,,,,,,,,,,,,,2023-08-16,https://boxd.it/183I,
Malcolm X,1992,PG-13,18 Nov 1992,202 min,"Biography, Drama, History",Spike Lee,"Arnold Perl, Spike Lee, Alex Haley","Denzel Washington, Angela Bassett, Delroy Lindo","Biograpical epic of Malcolm X, the legendary African American leader. Born Malcolm Little, his father (a Garveyite Baptist minister) was killed by the Ku Klux Klan. Malcolm became a gangster, and while in jail discovered the Nation of Islam writings of Elijah Muhammad. He preaches the teachings when let out of jail, but later on goes on a pilgrimage to the city of Mecca, there he converts to the original Islamic religion and becomes a Sunni Muslim and changes his name to El-Hajj Malik Al-Shabazz. He is assassinated on February 21, 1965 and dies a Muslim martyr.","English, Arabic","United States, Japan",Nominated for 2 Oscars. 19 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BYTQwYjFhNTMtMjliOC00MGJhLTkwYWMtYjQzZTRiYjRlNjE4XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",73,7.7,"107,958",tt0104797,movie,N/A,"$48,169,910",N/A,N/A,True,,,
Nice and Easy,2014,TV-14,07 May 2014,93 min,Comedy,Benjamin Guedj,"Benjamin Guedj, Romain Monnery","Baptiste Lecaplain, Charlotte Le Bon, Félix Moati","Sebastian has one ambition in life: to do nothing. His horizon is his couch. His life he does not want to live but contemplate. But today, if you do nothing - You are nothing. So driven by his two roommates, that chain internships and odd jobs, decided to Anna and not quite decided Bruno, Sebastien will have to - A little.",French,France,1 win,https://m.media-amazon.com/images/M/MV5BOGU2ZDU2ZmItZGQ5Yi00MDYzLTg2NWQtN2Y2ZTA4OGFlOGQwXkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,6.6,"1,621",tt2922440,movie,N/A,N/A,N/A,N/A,True,,,
The 36th Chamber of Shaolin,1978,R,02 Feb 1978,116 min,"Action, Adventure, Drama",Chia-Liang Liu,Kuang Ni,"Chia-Hui Liu, Lo Lieh, Yue Wong","The anti-Ching patriots, under the guidance of Ho Kuang-han, have secretly set up their base in Canton, disguised as school masters. During a brutal Manchu attack, Lui manages to escape and devotes himself to learning the martial arts in order to seek revenge. In a short period of time he masters the deadly use of his fists, feet and palms, along with such weapons as swords, sticks, and lances. With his learning complete, he takes on the Manchus.",Mandarin,Hong Kong,1 nomination total,https://m.media-amazon.com/images/M/MV5BNDFlOGQyZGUtYTJiMi00MzdmLWJhMGQtODczMWZiZDJmM2I3XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object]",N/A,7.6,"19,003",tt0078243,movie,N/A,N/A,N/A,N/A,True,,,
Zoolander,2001,R,28 Sep 2001,90 min,Comedy,Ben Stiller,"Drake Sather, Ben Stiller, John Hamburg","Ben Stiller, Owen Wilson, Christine Taylor","Derek Zoolander is VH1's three time male model of the year, but when Hansel wins the award instead, Zoolander's world becomes upside down. His friends disappear, his father is disappointed in him, and he feels that he's not good as a model anymore. But when evil fashion guru Mugatu hires Zoolander, he thinks his life has turned back round again, that is until he finds out that Mugatu has actually brainwashed him to kill the Prime Minister of Malaysia. Can Zoolander and his new friends find out how to prevent the incident before it's too late?",English,"Germany, United States",1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BODI4NDY2NDM5M15BMl5BanBnXkFtZTgwNzEwOTMxMDE@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",61,6.5,"311,380",tt0196229,movie,N/A,"$45,172,250",N/A,N/A,True,,,
Fear and Loathing in Las Vegas,1998,R,22 May 1998,118 min,"Adventure, Comedy, Drama",Terry Gilliam,"Hunter S. Thompson, Terry Gilliam, Tony Grisoni","Johnny Depp, Benicio Del Toro, Tobey Maguire","The big-screen version of Hunter S. Thompson's seminal psychedelic classic about his road trip across Western America as he and his large Samoan lawyer searched desperately for the ""American dream""... they were helped in large part by the huge amount of drugs and alcohol kept in their convertible, The Red Shark.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNjFkNjdiZjUtNzUzNy00NWM5LWFlNDUtNTRiYmJiZWNiYjkwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",41,7.5,"315,237",tt0120669,movie,N/A,"$10,680,275",N/A,N/A,True,,,
Murder on the Orient Express,2017,PG-13,10 Nov 2017,114 min,"Comedy, Crime, Drama",Kenneth Branagh,"Michael Green, Agatha Christie","Paapa Essiedu, Yassine Zeroual, Asan N'Jie","Hercule Poirot, the best detective in the world, decides to travel on the Orient Express. The train accidentally gets stopped because of a small avalanche. Little did he know that a murder was planned and that a person on this train was capable of committing such crime.","English, French, Turkish, German, Arabic","United States, United Kingdom, Malta",2 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BNTlkYjBlZTctZjg2YS00NDMzLTlkMTMtNWExMGYyOTliMmEzXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",52,6.5,"316,177",tt3402236,movie,N/A,"$102,826,543",N/A,N/A,True,,,
The Rock,1996,R,07 Jun 1996,136 min,"Action, Adventure, Thriller",Michael Bay,"David Weisberg, Douglas Cook, Mark Rosner","Sean Connery, Nicolas Cage, Ed Harris","Stanley Goodspeed, who lives in Washington, D.C., is a biochemist who works for the F.B.I. Soon after his fiancée Carla Pestalozzi announces that she is pregnant, Stanley gets a call from F.B.I. Director James Womack. Womack tells Stanley that San Francisco's Alcatraz Island has been taken hostage, along with eighty-one tourists, by Marine General Francis Xavier Hummel who, for years, has been protesting the government's refusal to pay benefits to families of war veterans who died during covert military operations. The death of his wife Barbara on March 9, 1995 drove General Hummel over the edge, and now he's holding hostages in order to get his point across. Stanley is needed because General Hummel has stolen some VX gas warheads and has announced that he will launch them onto San Francisco unless his demands are met. Stanley knows how to disarm the bombs, but he needs someone who knows Alcatraz well enough to get him inside. That man is former British Intelligence Agent John Patrick Mason, who has been in prison for the past thirty years without a trial because he was accused of stealing the private files of J. Edgar Hoover. In 1962, John became the only inmate ever to escape from Alcatraz, and he stayed out of Alcatraz long enough to father a daughter named Jade Angelou. Despite his extreme hatred of the F.B.I., John agrees to help Stanley. When John and Stanley are sent into Alcatraz with a Navy S.E.A.L. team, General Hummel's men kill the entire S.E.A.L. team, leaving Stanley and John to work on their own to rescue the hostages.",English,United States,Nominated for 1 Oscar. 9 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMDhkYjRiZWEtZTE0Ny00ZjA1LThmNjgtM2UyYTQzODA4MjdhXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",58,7.4,"374,427",tt0117500,movie,N/A,"$134,069,511",N/A,N/A,True,,,
